make,model,year,price,odometer
Maserati,Quattroporte,2023,67900.0,79700
Chevrolet,Chevy Van,1990,19990.0,209000
Nissan,Qashqai,2018,15470.0,37940
Skoda,Fabia,2013,6690.0,62400
Renault,Twingo,2022,10850.0,26851
Fiat,500,2018,12500.0,20634
Alfa-Romeo,Giulietta,2011,5990.0,219000
Citroen,C4,2011,4790.0,155935
SEAT,Ibiza,2023,16980.0,13750
Mercedes-Benz,GLA 250,2022,33880.0,35352
Mercedes-Benz,G 63 AMG,2020,164890.0,27000
Volvo,XC60,2022,35980.0,73329
Dodge,RAM,2015,29850.0,137850
Lexus,UX 250h,2021,26990.0,69041
Suzuki,Ignis,2023,19685.0,14000
Volkswagen,Polo,2023,23750.0,5000
Renault,Clio,2020,10995.0,74416
Citroen,C4,2022,19990.0,17851
Renault,Megane,2019,13780.0,66180
Chevrolet,Aveo,2011,3550.0,177000
Jeep,Compass,2021,23500.0,36000
Lamborghini,Urus,2024,398900.0,6900
Jaguar,XE,2019,18999.0,104000
Honda,Civic,2018,16870.0,63695
Ferrari,599,2011,189950.0,3434
Chevrolet,Matiz,2008,3200.0,117975
Jeep,Avenger,2024,22950.0,2
Ford,Fiesta,2023,12950.0,28800
Kia,Sportage,2021,21370.0,55300
Jaguar,XKR,2008,13999.0,259000
Tesla,Model 3,2022,29900.0,58119
Cadillac,XT4,2020,24490.0,103500
Audi,RS3,2024,59790.0,4579
Lexus,UX 300e,2023,39990.0,3279
Fiat,500X,2017,12500.0,122000
Dodge,Avenger,2008,5900.0,234800
Skoda,Kodiaq,2018,21999.0,166222
Jaguar,E-Pace,2019,24900.0,54000
Cadillac,XT6,2022,84000.0,1
Hyundai,TUCSON,2023,30985.0,14206
Tesla,Model 3,2023,32490.0,29000
Chevrolet,Impala,1972,8499.0,99999
Jaguar,E-Pace,2020,20950.0,95000
Aston-Martin,DBX,2021,119007.0,52500
Suzuki,SX4,2012,9950.0,156317
Jaguar,F-Type,2021,47440.0,44700
Tesla,Model X,2023,89992.0,10292
Suzuki,Swift,2013,5880.0,135101
Jeep,Renegade,2018,16400.0,53580
Volkswagen,Caddy,2013,9999.0,171370
Kia,Rio,2011,3250.0,240839
Chevrolet,Camaro,2015,39000.0,70000
Volkswagen,Taigo,2022,18990.0,31000
Ferrari,Roma,2022,245000.0,7739
Toyota,Verso,2020,18990.0,22359
CUPRA,Formentor,2023,25950.0,18200
Tesla,Model 3,2020,24950.0,49693
Dodge,RAM,2022,131830.0,41164
Lamborghini,Huracán,2019,289980.0,14000
Suzuki,Vitara,2019,14970.0,27043
Citroen,C4 Cactus,2020,12800.0,37379
Lamborghini,Aventador,2021,729990.0,11332
Maserati,Levante,2017,38990.0,84500
Chevrolet,Corvette,2005,52500.0,320
Land-Rover,Range Rover Sport,2018,39900.0,99962
Kia,Optima,2021,25950.0,29000
Mercedes-Benz,CLA 200,2015,17899.0,123726
SEAT,Arona,2021,11900.0,97085
Hyundai,KONA,2018,13470.0,59767
Fiat,500e,2023,18900.0,10
Honda,Civic,2015,7490.0,235794
Skoda,Scala,2022,17990.0,29800
Renault,ZOE,2022,14900.0,25239
Volvo,V90,2019,29350.0,95900
Rolls-Royce,Silver Shadow,1967,31700.0,89156
Nissan,Juke,2022,15980.0,41479
Ferrari,California,2012,109999.0,48795
Peugeot,Partner,2009,5990.0,48000
Opel,Astra,2023,19680.0,43658
Alfa-Romeo,Junior,2024,26900.0,1
Dacia,Sandero,2025,16990.0,10
Lexus,UX 250h,2023,34990.0,7957
Peugeot,108,2016,6950.0,96186
Alfa-Romeo,Giulia,2023,68890.0,13500
Citroen,C4,2006,1695.0,209342
Land-Rover,Range Rover Velar,2021,26999.0,180000
Audi,Q5,2011,12500.0,150000
Opel,Adam,2017,11950.0,38600
Nissan,Pulsar,2017,11900.0,60000
Peugeot,308,2015,4250.0,203835
Alfa-Romeo,Giulia,2020,29999.0,36000
Land-Rover,Range Rover Sport,2009,9490.0,190886
Land-Rover,Range Rover Sport,2016,39990.0,179000
Citroen,C4 Picasso,2015,6500.0,199000
Skoda,Kamiq,2020,13900.0,99441
BMW,520,2010,9900.0,280336
Mercedes-Benz,A 250,2021,27950.0,38182
Toyota,Aygo,2014,5990.0,83465
Porsche,Cayenne,2023,134850.0,9100
Land-Rover,Range Rover Evoque,2018,28990.0,75842
Tesla,Model Y,2022,42990.0,64518
Nissan,X-Trail,2023,32490.0,15347
CUPRA,Formentor,2023,25900.0,24500
Mercedes-Benz,SLK 200,2004,8480.0,104516
Fiat,600,2024,25945.0,5
Lexus,RX 400,2006,8400.0,298533
SEAT,Altea XL,2011,6000.0,183900
Opel,Mokka-E,2023,21490.0,4400
Land-Rover,Range Rover Velar,2017,28880.0,98000
Tesla,Model S,2016,26200.0,128500
Mercedes-Benz,C 180,2020,19490.0,89000
Volkswagen,T5,2012,7990.0,59000
Dacia,Logan,2016,5200.0,190800
Skoda,Citigo,2019,9490.0,19400
Cadillac,Deville,1987,7000.0,110000
Nissan,Qashqai,2014,11000.0,107412
Lamborghini,Huracán,2019,365000.0,34067
Honda,CR-V,2019,22949.0,91561
Suzuki,Jimny,2020,39999.0,50
Chevrolet,Matiz,2008,2699.0,119500
Lexus,NX 300h,2019,26890.0,108569
Nissan,Qashqai,2022,23999.0,36200
Dacia,Sandero,2022,12990.0,73886
Mercedes-Benz,Vito,2019,21199.0,166590
Audi,A5,2019,22900.0,48500
Jaguar,F-Type,2020,63890.0,19890
Toyota,Yaris,2000,1950.0,225406
Nissan,Qashqai,2024,23990.0,2000
Ford,Explorer,2024,74490.0,9990
Maserati,GranCabrio,2016,61990.0,40791
Mercedes-Benz,C 180,2024,46890.0,6191
Citroen,C3,2022,12900.0,14635
Jaguar,XF,2018,26950.0,27399
Maserati,Ghibli,2017,26990.0,142800
Hyundai,i30,2024,26410.0,5
Ferrari,Portofino,2021,209990.0,10400
Chevrolet,Orlando,2012,11990.0,84981
Dodge,Challenger,2019,119000.0,8198
Fiat,Punto,2017,7499.0,122000
Lexus,RX 450h,2022,59950.0,44256
Skoda,Kodiaq,2023,35690.0,6200
Chevrolet,Corvette,2024,123000.0,1
Toyota,Yaris,2022,8800.0,71000
Nissan,X-Trail,2021,18900.0,108740
Bentley,Bentayga,2017,134000.0,48000
Volvo,V90,2017,22990.0,114000
Audi,A6,2019,26749.0,124750
Renault,Arkana,2022,25950.0,26767
Ferrari,F8 Tributo,2022,399000.0,312
Opel,Combo Life,2019,12770.0,103838
Lexus,NX 450h+,2022,42500.0,82632
Alfa-Romeo,Giulia,2019,24990.0,104000
SEAT,Ibiza,2021,9990.0,127200
Citroen,C3,2024,20890.0,10
Volvo,S60 Cross Country,2017,13999.0,185000
Jeep,Compass,2023,26900.0,10535
Tesla,Model 3,2021,27900.0,78700
Jeep,Renegade,2020,20490.0,55774
Suzuki,Jimny,2023,26490.0,14600
Honda,CR-Z,2011,8990.0,160313
Land-Rover,Range Rover Evoque,2011,18940.0,165601
Nissan,Qashqai,2021,22890.0,46037
Suzuki,Jimny,2018,29900.0,80558
Honda,Accord,2009,12450.0,65312
BMW,318,2018,22990.0,115000
Volvo,XC40,2022,26800.0,55378
Citroen,C4,2021,14490.0,57128
Citroen,Grand C4 Picasso,2019,15800.0,81336
Suzuki,Vitara,2024,23485.0,1265
Lexus,LBX,2024,31040.0,23
Ford,EcoSport,2019,11990.0,31126
Skoda,Fabia,2014,6890.0,132600
Toyota,C-HR,2019,16300.0,78000
Dacia,Logan,2006,2490.0,58682
Fiat,500X,2017,11990.0,67700
Fiat,Freemont,2012,8000.0,211000
Porsche,718,2018,62500.0,48000
Peugeot,2008,2020,17500.0,56191
Hyundai,TUCSON,2019,14990.0,118000
Volvo,V90,2018,21500.0,120932
Aston-Martin,DB7,2003,33900.0,63000
Jeep,Renegade,2020,19400.0,74258
Honda,Jazz,2024,20990.0,8832
Land-Rover,Defender,2023,121970.0,20711
Audi,A4 allroad,2012,9990.0,265000
Peugeot,3008,2023,25990.0,9854
Peugeot,308,2020,12950.0,62526
Skoda,Fabia,2024,14740.0,2300
Ferrari,296,2023,305900.0,1500
BMW,218,2021,23490.0,87500
Kia,Ceed / cee'd,2011,2999.0,226290
Citroen,Berlingo,2020,10980.0,170750
Honda,HR-V,2024,29500.0,2500
Audi,A3,2007,4990.0,120583
Fiat,Panda,2012,4500.0,121967
Nissan,Navara,2020,21990.0,70890
Tesla,Model X,2017,33900.0,158955
Dodge,RAM,2019,45500.0,73000
Kia,Stinger,2018,28989.0,67200
Honda,HR-V,2020,18999.0,42363
Skoda,Kodiaq,2019,23989.0,102750
Lamborghini,Gallardo,2003,84990.0,47000
CUPRA,Leon,2022,25980.0,34669
Mercedes-Benz,A 180,2020,26470.0,36552
Dacia,Sandero,2022,15950.0,30000
Suzuki,Vitara,2015,14950.0,110783
Mercedes-Benz,CLA 180,2021,28000.0,66532
Toyota,Hilux,2016,47990.0,186700
Land-Rover,Discovery,2013,16900.0,297294
Chevrolet,Cruze,2013,3999.0,215233
Ferrari,599,2009,139980.0,79857
Suzuki,Vitara,2020,15500.0,54447
Toyota,GT86,2013,23900.0,63900
Porsche,992,2023,124911.0,19897
Skoda,Kodiaq,2022,29667.0,62701
Alfa-Romeo,Giulietta,2019,12900.0,78055
Opel,Insignia,2019,9999.0,184000
Dacia,Dokker,2018,11900.0,93000
Nissan,Juke,2024,17990.0,10000
Kia,Ceed / cee'd,2012,4743.0,177562
Jaguar,F-Pace,2018,27890.0,65000
Jaguar,XJR,1996,13900.0,237124
Honda,e:Ny1,2023,28990.0,12400
Jeep,Renegade,2022,13990.0,79100
Tesla,Model X,2017,41900.0,126634
Dacia,Sandero,2022,11499.0,38100
Citroen,C3 Picasso,2016,7990.0,125361
Peugeot,5008,2025,34900.0,15
Kia,Sorento,2018,19990.0,76500
Audi,Q5,2011,15899.0,159740
Audi,A3,2008,5299.0,158000
BMW,X1,2018,16900.0,109790
Volvo,XC60,2021,39900.0,59930
Fiat,500,2011,4999.0,141200
Suzuki,Splash,2008,2948.0,203626
Ford,Fiesta,2012,6999.0,89327
Renault,Megane,2012,5990.0,100000
Volvo,XC60,2020,34880.0,50000
Renault,Megane,2018,15950.0,116505
Ferrari,296,2024,375000.0,4000
Peugeot,106,1998,666.0,114875
Nissan,Qashqai,2023,29990.0,5878
CUPRA,Formentor,2023,26880.0,15354
Suzuki,Swift,2024,15980.0,3472
Land-Rover,Range Rover Evoque,2020,35500.0,121036
Alfa-Romeo,Giulia,2020,25990.0,48586
Citroen,C4 Picasso,2013,6900.0,146930
Tesla,Model S,2014,18950.0,144000
Ford,Ka/Ka+,2012,4450.0,78167
Citroen,Jumpy,2020,15900.0,82000
Skoda,Kamiq,2021,12990.0,70611
Porsche,Cayenne,2017,46980.0,29902
Volkswagen,T-Cross,2020,18950.0,99771
Alfa-Romeo,Giulietta,2014,9000.0,98500
Nissan,X-Trail,2016,13590.0,140000
Lexus,UX 250h,2024,32990.0,13297
Porsche,Cayenne,2018,50800.0,86000
Land-Rover,Range Rover Sport,2021,58000.0,38000
BMW,116,2015,10900.0,93400
CUPRA,Formentor,2022,22340.0,23300
Audi,Q5,2012,13490.0,109869
Dacia,Duster,2017,9999.0,51873
Volvo,V40,2014,9600.0,148800
Lexus,RX 450h,2017,35500.0,93500
Honda,CR-V,2015,16890.0,82000
SEAT,Ibiza,2013,4490.0,142000
Kia,Ceed / cee'd,2017,10990.0,38565
Nissan,Qashqai,2023,25900.0,17444
Lexus,CT 200h,2012,8490.0,284675
Maserati,Ghibli,2015,25900.0,150000
Rolls-Royce,Spectre,2024,490000.0,164
Chevrolet,Captiva,2012,4300.0,171000
Cadillac,Escalade,2004,12500.0,294000
Kia,Stonic,2023,15900.0,51593
Renault,Clio,2014,3949.0,264499
Volkswagen,Passat Variant,2011,6880.0,169500
Lexus,UX 250h,2021,26990.0,69041
Jaguar,F-Pace,2021,43900.0,73768
Ferrari,550,1998,127900.0,44000
Lexus,NX 300,2017,24490.0,87500
Aston-Martin,V8,2011,67900.0,62900
Opel,Astra,2017,9999.0,125899
Honda,Civic,2019,14990.0,69753
Ferrari,Purosangue,2023,679900.0,3760
Honda,HR-V,2022,27900.0,15000
Jeep,Wrangler,2020,45900.0,49000
Mercedes-Benz,Vito,2019,21999.0,176403
Corvette,Z06,2008,49990.0,95012
Citroen,C3,2014,7950.0,104626
Fiat,Qubo,2019,9980.0,59598
Volkswagen,Taigo,2022,19990.0,35785
CUPRA,Leon,2023,26880.0,24796
Opel,Insignia,2019,14750.0,87110
Citroen,C3,2023,11990.0,23000
Audi,RS3,2023,73500.0,27500
Cadillac,Escalade,2010,22990.0,151300
CUPRA,Formentor,2021,28690.0,22917
Fiat,Tipo,2016,10200.0,8000
Peugeot,308,2013,9290.0,57482
Cadillac,Seville,1999,7900.0,114025
Jaguar,F-Type,2013,33450.0,159589
Peugeot,3008,2021,21890.0,45434
Mercedes-Benz,B 160,2020,18900.0,20000
Renault,Grand Scenic,2018,16888.0,107431
Skoda,Scala,2024,21900.0,12485
Tesla,Model 3,2019,25000.0,66296
Volkswagen,Golf,2001,1799.0,255442
Volkswagen,Golf,2015,10950.0,168800
SEAT,Leon,2014,16999.0,180692
Alfa-Romeo,Giulia,2016,19910.0,28100
Lexus,UX 250h,2021,24900.0,25581
Ford,Tourneo Courier,2024,23490.0,20
Lamborghini,Huracán,2022,399000.0,10000
Lexus,RX 450h,2021,48999.0,48186
Cadillac,Escalade,2006,18900.0,227000
Alfa-Romeo,Stelvio,2017,31950.0,106661
Ford,Fiesta,2012,6700.0,131000
Nissan,Qashqai,2021,20900.0,38500
Mercedes-Benz,C 220,2020,15900.0,282000
CUPRA,Formentor,2022,26890.0,38320
Cadillac,Deville,1968,34990.0,55437
Volkswagen,Golf,2024,24890.0,10000
Jeep,Compass,2018,14000.0,92000
BMW,120,2018,22900.0,51900
Renault,Megane,2008,2500.0,191594
Skoda,Octavia,2023,28481.0,9
Honda,Civic,2018,20490.0,78737
Dacia,Duster,2022,14995.0,39258
Audi,A4,2020,19950.0,132250
Toyota,Corolla,2022,18600.0,49999
Hyundai,BAYON,2021,14990.0,32250
Nissan,Juke,2021,16900.0,42000
Chevrolet,Silverado,2019,79990.0,63500
CUPRA,Formentor,2024,34200.0,6000
Audi,A6,2022,35890.0,52000
Porsche,Cayenne,2023,94995.0,24985
Kia,Rio,2021,17000.0,25846
Mercedes-Benz,CLA 180,2023,29950.0,10850
Volvo,V60,2019,15500.0,152894
Audi,A3,2019,14500.0,175000
CUPRA,Formentor,2022,24980.0,38959
Tesla,Model Y,2022,33500.0,53500
Tesla,Model 3,2022,27500.0,97850
BMW,X1,2012,7795.0,219900
CUPRA,Leon,2024,31950.0,9
Bentley,Continental,2007,64990.0,42757
Renault,Twingo,2020,10990.0,36306
Lamborghini,Urus,2024,395000.0,1836
Opel,Astra,2024,26550.0,2500
Jaguar,E-Pace,2019,24800.0,47721
BMW,320,2021,16800.0,181344
Hyundai,KONA,2023,21990.0,5600
Chevrolet,Matiz,2008,980.0,172350
Dacia,Logan,2020,13991.0,35203
Lamborghini,Urus,2018,189999.0,140715
Renault,Clio,2014,6950.0,101284
Jaguar,I-Pace,2021,37790.0,14900
Nissan,Qashqai,2021,16900.0,40000
Kia,Ceed SW / cee'd SW,2020,10885.0,175574
Dodge,RAM,2022,118900.0,2893
Opel,Mokka X,2017,10490.0,88444
Jeep,Cherokee,2020,19900.0,90000
Kia,Niro,2024,26970.0,10
Citroen,C3 Aircross,2021,13500.0,87891
Jaguar,E-Pace,2021,23000.0,99600
Rolls-Royce,Phantom,2024,945900.0,10
Nissan,Qashqai,2023,23900.0,29000
Ferrari,612,2006,79950.0,72821
Ford,Fiesta,2023,18980.0,9900
Lexus,UX 250h,2024,49900.0,5130
Corvette,ZR1,2014,139900.0,35000
Toyota,RAV 4,2020,25990.0,21181
Skoda,Fabia,2025,23990.0,10
Skoda,Fabia,2015,8490.0,108000
Tesla,Model X,2017,34950.0,168881
Volvo,XC90,2003,4499.0,280700
Lexus,IS 220d,2010,5900.0,294000
Honda,CR-V,2023,54000.0,10
Jeep,Compass,2022,19895.0,73909
Opel,Grandland,2022,17450.0,62514
Land-Rover,Range Rover Sport,2019,34900.0,119000
Peugeot,5008,2020,21900.0,55028
CUPRA,Formentor,2024,32900.0,16267
Tesla,Model 3,2020,19945.0,85589
Volkswagen,Golf,2017,17500.0,116000
Dodge,RAM,2023,149900.0,17000
Alfa-Romeo,Junior,2024,26900.0,1
Fiat,Tipo,2020,11985.0,110200
Opel,Astra,2023,22800.0,67027
CUPRA,Formentor,2022,22790.0,94257
Bentley,Continental,2023,317000.0,8900
Jeep,Renegade,2022,17400.0,48177
Jaguar,I-Pace,2021,32500.0,47806
CUPRA,Formentor,2023,31689.0,17330
Citroen,C3,2024,14990.0,2915
Opel,Karl,2019,7385.0,108390
Alfa-Romeo,Stelvio,2023,41900.0,15083
Cadillac,Eldorado,1973,9300.0,34846
Jeep,Compass,2022,23390.0,46000
Volkswagen,Polo,2009,2390.0,163500
Dacia,Duster,2022,16490.0,25200
Lexus,RX 450h,2014,17499.0,153000
Honda,Civic,2014,10990.0,70114
Alfa-Romeo,Stelvio,2024,49199.0,3092
Alfa-Romeo,159,2008,10900.0,130000
Volvo,XC40,2018,18990.0,140646
Opel,Cascada,2015,15950.0,52000
Cadillac,Escalade,2018,74970.0,38412
BMW,525,2007,6499.0,225469
Honda,Civic,2021,21990.0,44818
Hyundai,KONA,2021,23799.0,18508
Honda,ZR-V,2024,35900.0,10
Jeep,Grand Cherokee,2019,30000.0,78000
CUPRA,Formentor,2022,25950.0,32000
Mercedes-Benz,CLA 250,2021,31700.0,43433
Nissan,Micra,2017,10690.0,70919
Toyota,C-HR,2017,18950.0,95508
Renault,Clio,2021,14000.0,57000
Cadillac,XT5,2019,27999.0,52456
Honda,Civic,2021,17662.0,45698
Volkswagen,Polo,2017,10900.0,76932
Chevrolet,Captiva,2008,6500.0,165000
Rolls-Royce,Cloud,1966,94000.0,35000
Citroen,Berlingo,2013,4400.0,159359
Chevrolet,Impala,1966,26950.0,4998
Jaguar,XKR,1998,14900.0,223000
Land-Rover,Discovery Sport,2016,18900.0,112900
Lexus,ES 300,2022,37500.0,75884
Volvo,V60,2023,35900.0,20072
Alfa-Romeo,Stelvio,2019,21990.0,86175
BMW,218,2018,10700.0,171764
Nissan,Qashqai,2024,25800.0,11680
Dodge,RAM,2018,43990.0,74500
Suzuki,S-Cross,2014,8950.0,124000
Jaguar,F-Pace,2020,28991.0,42046
Nissan,Micra,2010,6950.0,48039
Land-Rover,Range Rover Evoque,2021,38999.0,31000
Honda,Jazz,2018,13970.0,58900
Fiat,500X,2020,13900.0,77053
CUPRA,Formentor,2023,27800.0,28662
Dacia,Duster,2019,12900.0,79000
Mercedes-Benz,A 220,2017,13999.0,192079
BMW,X1,2017,15499.0,165000
Renault,Espace,2021,29780.0,35406
Dacia,Duster,2024,28734.0,2630
Volvo,V40,2019,17000.0,147149
BMW,114,2016,13500.0,119700
Toyota,Auris,2015,13900.0,114549
Toyota,RAV 4,2006,6990.0,143000
Lexus,CT 200h,2014,14900.0,114443
Audi,RS Q3,2023,63870.0,7857
Skoda,Rapid/Spaceback,2015,7450.0,100063
SEAT,Ateca,2024,27660.0,13522
Volvo,XC60,2009,7200.0,226000
Suzuki,Swift,2017,10890.0,104450
Jaguar,S-Type,2007,11900.0,134950
Maserati,Levante,2017,36990.0,163322
Cadillac,SRX,2008,4900.0,300475
BMW,430,2024,42890.0,5037
Citroen,C3,2015,4500.0,179000
Nissan,X-Trail,2024,40250.0,50
Alfa-Romeo,Stelvio,2021,28400.0,50000
Aston-Martin,V8,2020,109700.0,35173
Suzuki,Swift,2025,17975.0,5
Lexus,UX 250h,2021,27455.0,33715
Alfa-Romeo,159,2007,3900.0,197310
Porsche,Macan,2017,43950.0,128033
Peugeot,2008,2020,14800.0,78613
Chevrolet,Spark,2011,2950.0,178000
Jeep,Avenger,2024,25990.0,1
Chevrolet,Camaro,2021,44900.0,34487
Suzuki,Vitara,2018,15535.0,50600
CUPRA,Formentor,2020,28430.0,44422
Citroen,C3,2023,13790.0,5493
Honda,Jazz,2003,5990.0,86700
Suzuki,Swift,2008,4845.0,173034
Nissan,Qashqai,2021,21800.0,28808
Peugeot,308,2021,12900.0,60000
Land-Rover,Range Rover Sport,2011,8500.0,227000
SEAT,Leon,2024,28995.0,1050
Kia,EV6,2021,34990.0,21513
Alfa-Romeo,GT,2007,7990.0,69000
Chevrolet,Aveo,2009,3600.0,118000
Citroen,C4,2024,19750.0,6800
BMW,420,2021,39900.0,51155
Dodge,Durango,2018,27890.0,120000
Toyota,Hilux,2019,24900.0,241722
Lamborghini,Gallardo,2003,127800.0,54200
Opel,Mokka,2014,8990.0,158000
Cadillac,CTS,2019,24500.0,66388
Kia,Stonic,2024,18190.0,4000
Land-Rover,Range Rover Evoque,2024,44990.0,14500
BMW,318,2014,6950.0,275000
Volvo,V40,2019,18730.0,83100
CUPRA,Formentor,2025,42990.0,100
BMW,530,2016,20990.0,115000
Rolls-Royce,Corniche,1979,45000.0,14000
SEAT,Leon,2016,12885.0,132201
BMW,118,2011,8945.0,164626
Lexus,UX 250h,2019,26900.0,37443
Lexus,UX 250h,2021,21900.0,52000
Suzuki,SX4 S-Cross,2018,12900.0,80587
Dacia,Dokker,2021,14710.0,52958
Mercedes-Benz,C 180,2021,19380.0,98395
Aston-Martin,Vantage,2021,215000.0,64
Honda,Jazz,2017,16470.0,29480
BMW,328,2016,22980.0,104250
Toyota,Hilux,2005,10285.0,283000
Renault,Kadjar,2018,9990.0,127210
Alfa-Romeo,Stelvio,2021,38490.0,25601
Nissan,Qashqai,2024,31710.0,5
Tesla,Model X,2019,63900.0,72000
Kia,Soul,2017,11750.0,75024
Tesla,Model 3,2023,29990.0,61000
Mercedes-Benz,C 220,2015,20740.0,56000
Aston-Martin,DB,1967,390000.0,12969
Kia,Sportage,2013,9750.0,135000
Jeep,Cherokee,2016,10990.0,215000
SEAT,Leon,2018,11480.0,176000
Lexus,NX 300,2016,21900.0,124006
Fiat,New Panda,2022,10900.0,26000
Corvette,C6 Coupe,2005,32450.0,99800
Fiat,500X,2022,20660.0,22492
Dacia,Sandero,2023,16990.0,9450
Rolls-Royce,Silver Spur,1989,36900.0,181600
Alfa-Romeo,Stelvio,2022,39990.0,100
BMW,120,2018,19990.0,147500
Volkswagen,Sharan,2015,13990.0,253106
Volvo,C70,2011,7280.0,253600
Ford,S-Max,2017,13998.0,144911
Peugeot,2008,2021,15945.0,79044
Mercedes-Benz,E 280,2006,9999.0,155000
Nissan,Note,2015,6950.0,78967
Dodge,Challenger,2019,28300.0,23000
Lexus,LBX,2024,31900.0,9359
Mercedes-Benz,A 250,2021,18999.0,103092
Toyota,Hilux,2005,10285.0,283000
Chevrolet,Camaro,2014,30900.0,42000
Audi,A5,2009,6750.0,212781
Fiat,600,2024,23950.0,100
Suzuki,Swift,2021,12950.0,41417
CUPRA,Leon,2024,29900.0,1
Cadillac,Eldorado,2005,4950.0,100000
Corvette,C5,2001,22900.0,169000
Cadillac,SRX,2005,3640.0,182242
Alfa-Romeo,Tonale,2022,25900.0,22000
Mercedes-Benz,GLA 180,2019,19900.0,74010
CUPRA,Formentor,2022,26950.0,18506
Audi,Q5,2021,29900.0,175252
Toyota,RAV 4,2007,4900.0,269063
Lexus,UX 250h,2024,35990.0,8275
Suzuki,SX4 S-Cross,2023,16990.0,50800
Jaguar,E-Pace,2019,25880.0,47000
Porsche,Cayman,2023,169718.0,7450
Volvo,V90,2021,34990.0,42785
Chevrolet,Spark,2012,4290.0,72130
Nissan,Qashqai,2023,25000.0,24
BMW,X3,2018,24950.0,89566
Citroen,C3,2020,9900.0,34760
Ford,Kuga,2019,14499.0,47710
Fiat,500,2019,10897.0,32846
Toyota,C-HR,2019,19490.0,79585
Hyundai,BAYON,2022,15480.0,5
Land-Rover,Range Rover Evoque,2019,21800.0,144757
Volvo,XC60,2015,15999.0,142200
Jaguar,XE,2024,54900.0,5000
Alfa-Romeo,Giulietta,2012,2999.0,321778
Peugeot,2008,2017,10400.0,107673
Citroen,C5 Aircross,2022,23900.0,16274
Ferrari,SF90 Stradale,2022,489000.0,9692
BMW,330,2020,22550.0,100000
Land-Rover,Discovery Sport,2016,13890.0,111832
Volkswagen,Phaeton,2014,12998.0,164000
Land-Rover,Defender,2003,19980.0,230488
Honda,Civic,2010,6000.0,197297
Land-Rover,Range Rover Sport,2019,35000.0,78008
Peugeot,3008,2022,21740.0,29013
Chevrolet,Matiz,2008,1950.0,139500
SEAT,Ateca,2024,29950.0,7990
BMW,116,2017,11990.0,102500
Fiat,500,2017,9490.0,81409
Tesla,Model Y,2023,34900.0,28000
Corvette,C3,1976,24990.0,36200
Bentley,Continental,2023,258888.0,3900
Alfa-Romeo,MiTo,2017,7990.0,82975
Corvette,C8,2024,107711.0,40
Nissan,Qashqai,2013,7750.0,216553
Mercedes-Benz,A 250,2020,20780.0,53915
Kia,Ceed / cee'd,2010,5400.0,150429
Land-Rover,Range Rover Velar,2022,64700.0,17056
Volkswagen,Passat Variant,2017,6499.0,362000
Alfa-Romeo,Stelvio,2024,44950.0,11000
Skoda,Kamiq,2020,19950.0,92031
Volkswagen,Polo GTI,2019,19950.0,95434
Peugeot,208,2024,19900.0,14700
Honda,CR-V,2010,6400.0,213721
Nissan,Juke,2011,6800.0,162730
Volkswagen,Sharan,2015,15990.0,166630
SEAT,Leon,2021,19999.0,49988
Volvo,XC60,2019,37999.0,54000
Land-Rover,Range Rover Sport,2024,229800.0,1800
Lexus,UX 250h,2021,26990.0,69041
Renault,Scenic,2016,9500.0,83038
CUPRA,Formentor,2024,33890.0,7326
Opel,Corsa,2007,990.0,261777
Kia,Sorento,2016,21800.0,93000
Volkswagen,T-Roc,2023,24899.0,10600
Lexus,UX 250h,2022,26940.0,9792
Volkswagen,Tiguan,2008,7300.0,192000
Ford,Ranger,2022,32900.0,48900
SEAT,Tarraco,2022,27990.0,43590
Tesla,Model 3,2019,21495.0,114589
Ferrari,F8 Tributo,2020,323900.0,9000
Ford,Focus,2016,16890.0,70000
Mercedes-Benz,C 450,2016,26950.0,168475
Renault,Kadjar,2017,13900.0,71148
Renault,Captur,2020,18890.0,37477
Skoda,Kamiq,2024,29690.0,100
Kia,ProCeed / pro_cee'd,2020,23750.0,126969
Dacia,Duster,2024,18900.0,23383
Bentley,Continental GT,2011,79900.0,52900
Skoda,Kodiaq,2019,24490.0,123360
BMW,525,2014,13490.0,190326
Nissan,Qashqai,2024,27210.0,23730
Mercedes-Benz,GLA 200,2014,18999.0,51760
Renault,Clio,2013,4200.0,220000
Kia,Sportage,2022,19980.0,60282
Jeep,Avenger,2023,21990.0,9500
BMW,528,2015,14450.0,190000
Jeep,Compass,2022,23880.0,67900
Citroen,C4,2021,18200.0,54500
Dodge,Challenger,2022,79900.0,30243
Nissan,NV200,2019,18990.0,46189
Bentley,Continental GTC,2014,89000.0,88500
Nissan,Qashqai,2024,24980.0,10175
Suzuki,Ignis,2024,17990.0,3500
Cadillac,ATS,2015,63000.0,5000
Skoda,Fabia,2017,8490.0,70000
Porsche,964,1992,59995.0,290520
SEAT,Arona,2019,11750.0,65669
Dacia,Sandero,2022,13900.0,52367
Chevrolet,Camaro,2023,42500.0,1662
Honda,Civic,2024,34999.0,4999
Land-Rover,Range Rover Evoque,2020,33350.0,40960
Hyundai,i10,2024,13999.0,5
Kia,Ceed / cee'd,2019,14990.0,67049
Opel,Antara,2007,3500.0,165000
BMW,116,2012,10870.0,58000
Volkswagen,up!,2017,8980.0,34500
Rolls-Royce,Ghost,2013,130000.0,48500
Alfa-Romeo,Stelvio,2019,22900.0,111922
